"","geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"10197","FBgn0042201",13070.9727931981,-1.73057953644427,0.0587873800438504,-29.4379428910321,1.79624870388432e-190,5.68184132699407e-188,"Nplp3"
"13","FBgn0000038",577.787163328362,-4.02630501083782,0.140139191421011,-28.7307566856288,1.57577088077793e-181,4.86575536971643e-179,"nAChRbeta1"
"4652","FBgn0032151",677.600281986037,-4.01805736380757,0.141482489762126,-28.3996794978879,2.0406296549017e-177,6.15463395219073e-175,"nAChRalpha6"
"3252","FBgn0029990",1777.31428536678,-2.03392058537265,0.0737644091456688,-27.5731970055654,2.33302903902784e-167,6.87660309253457e-165,"CG2233"
"5671","FBgn0033820",674.290057121606,-3.15203143646956,0.116673064314937,-27.0159308403973,9.60570167440218e-161,2.76836322256271e-158,"CG4716"
"1582","FBgn0014859",1295.02209462881,2.23946517346863,0.0833669884843018,26.8627332495083,5.98884542361114e-159,1.68846383258289e-156,"Hr38"
"9821","FBgn0040256",755.322633701264,2.40554427174996,0.0916773642649852,26.2392389990287,9.48401732596397e-152,2.61698341915802e-149,"Ugt35C1"
"4344","FBgn0031689",1070.18597366757,-2.22411942400184,0.0851632355938149,-26.1159572965236,2.40212190635426e-150,6.49023312573092e-148,"Cyp28d1"
"12970","FBgn0087002",1933.03206938125,-2.17688835708311,0.0835809294802368,-26.0452757659013,1.52179032279509e-149,4.02777524414888e-147,"apolpp"
"1954","FBgn0020907",1253.71723921763,-2.20620694454438,0.0847128035683662,-26.0433706784818,1.59931774990182e-149,4.14831037969533e-147,"Scp2"
"12326","FBgn0069973",547.197624848984,-3.20069369205776,0.124483700353494,-25.7117492729474,8.63783405549926e-146,2.1965503895249e-143,"CG40485"
"4167","FBgn0031424",448.537916465786,-4.774120552412,0.186603372301988,-25.5843208700743,2.28010886816338e-144,5.68667921369439e-142,"VGlut"
"13514","FBgn0261262",601.299100681374,-3.43763496738362,0.137177909704173,-25.0596832594763,1.36922178731271e-138,3.35045987918087e-136,"CG42613"
"953","FBgn0005614",1615.10712559578,-2.34000268752764,0.0936260504492463,-24.9930727217435,7.27116275845576e-138,1.74629092248913e-135,"trpl"
"2202","FBgn0024963",749.045559294505,-2.50118492236523,0.100694434092961,-24.8393562652742,3.37005097181297e-136,7.94658019153499e-134,"GluClalpha"
"5198","FBgn0033065",34546.5356097345,1.44158023514588,0.0583494308594724,24.7059862266309,9.22245492523486e-135,2.13582174866734e-132,"Cyp6w1"
"13280","FBgn0259994",1297.08692948189,-2.00128379926311,0.0811443697749078,-24.6632490315054,2.65311171451268e-134,6.03652733780964e-132,"OtopLa"
"1848","FBgn0019940",436.565329905563,-3.69091578438201,0.150189525696186,-24.5750545337512,2.33495460309864e-133,5.22103900820454e-131,"Rh6"
"3438","FBgn0030317",1093.1714243382,-2.06233910917013,0.0840735759998088,-24.5301699689189,7.04168753332398e-133,1.54785840033354e-130,"CG1561"
"17553","FBgn0287423",3397.68386767274,-1.97121054833967,0.0809702266644397,-24.3448811932916,6.56816077662108e-131,1.41970795186665e-128,"Nplp2"
"12173","FBgn0058469",2373.84237715733,-2.41333573437423,0.101421552436451,-23.7950975546976,3.75381805460068e-125,7.98086333608462e-123,"lncRNA:CR40469"
"2612","FBgn0027560",1456.5973813441,-1.89157970185076,0.0798589577662104,-23.6865062450279,4.96687616441985e-124,1.0389583383284e-121,"Tps1"
"5144","FBgn0032945",375.40615560277,-4.21270425673232,0.178970305333004,-23.5385655117137,1.64397959212655e-122,3.38424941750623e-120,"CG8665"
"2195","FBgn0024943",455.500396198134,-3.07388400958573,0.130663757725062,-23.5251462463959,2.25571798403182e-122,4.57100102107948e-120,"PIP82"
"1532","FBgn0014019",348.457797072245,-4.2399210268929,0.183339243488629,-23.1260964440266,2.53009895702572e-118,5.0481312882564e-116,"Rh5"
"4503","FBgn0031925",423.369801420367,-3.33768023317068,0.144330704041124,-23.1252265783979,2.58160709197108e-118,5.07285793572316e-116,"Cyp4d21"
"9023","FBgn0038879",581.752390759981,-2.5669130950768,0.112138329915556,-22.890595008948,5.76487761089851e-116,1.11589101098124e-113,"CG17298"
"5772","FBgn0033980",9512.65809433419,1.42230745730446,0.0627664552990242,22.6603119537097,1.10395826842305e-113,2.10547570340861e-111,"Cyp6a20"
"6167","FBgn0034566",2198.95336573559,1.50007761546468,0.0663712561854591,22.6013142085644,4.20664733832701e-113,7.90666801895116e-111,"CG9313"
"9468","FBgn0039536",435.366178144794,-4.49382759377989,0.199524563368722,-22.5226785008685,2.48862709388148e-112,4.61071496864984e-110,"unc80"
"10765","FBgn0051205",610.426429324505,2.34376075130459,0.104307161166337,22.4697971366226,8.19647689058971e-112,1.49718463090222e-109,"CG31205"
"10977","FBgn0051665",361.611391599325,-5.22192940084923,0.23294774965323,-22.4167411302435,2.70262700118704e-111,4.86810688588816e-109,"wry"
"427","FBgn0002789",1584.26260948324,-1.68561246125357,0.0755163819955161,-22.3211496196104,2.30291784298295e-110,4.09130705556794e-108,"Mp20"
"5056","FBgn0032803",343.692923470322,-3.57383286804314,0.162174591723264,-22.0369469105342,1.27446933001156e-107,2.23359361363783e-105,"CG13082"
"13052","FBgn0259110",1184.59920917436,-1.90911481996559,0.0879186968848058,-21.7145486410813,1.49504279314165e-104,2.58522799790055e-102,"mmd"
"9064","FBgn0038946",362.411845909045,-3.18556991268782,0.146850516556313,-21.6926027050524,2.4096151174138e-104,4.11188137601836e-102,"rdhB"
"10001","FBgn0040775",203.429016233363,4.89210343632175,0.226386160869679,21.6095516507209,1.46059870371789e-103,2.46006553097627e-101,"CG12158"
"11440","FBgn0052581",300.855410921768,2.73420791463255,0.128729060754403,21.2400206962516,4.07710315133172e-100,6.77896804738731e-98,"CG32581"
"12894","FBgn0086558",5728.44916865665,-1.33915506157439,0.0631346774282357,-21.2110858267485,7.54513180983397e-100,1.23864322078148e-97,"Ubi-p5E"
"3699","FBgn0030706",314.344638208435,-4.18949108579067,0.197564059356815,-21.2057349875776,8.45397329663193e-100,1.37049474605024e-97,"Lrp4"
"1610","FBgn0015037",3700.47789896932,1.49880654956381,0.0708470917723993,21.1555126973852,2.45506092292389e-99,3.93082532214815e-97,"Cyp4p1"
"2518","FBgn0027073",2015.59784693478,1.49018268149334,0.070964744090472,20.9989157375601,6.70994522192027e-98,1.06123511686688e-95,"Ugt49B1"
"11351","FBgn0052392",1062.81028780427,1.67650497175589,0.0800686884484891,20.938334375671,2.39693229051314e-97,3.74527890068251e-95,"Rsph3"
"8554","FBgn0038180",1913.9511926184,-1.4545431984871,0.0696332506581279,-20.8886298534064,6.79407068596718e-97,1.048955984837e-94,"Cht5"
"8896","FBgn0038693",599.803105759083,-2.7526837394654,0.132505953341242,-20.7740382228444,7.43380312788082e-96,1.13422344429984e-93,"unc79"
"136","FBgn0000422",812.065953068861,-1.9004520682379,0.0917247728969754,-20.7190708487496,2.33141043474809e-95,3.51582115444744e-93,"Ddc"
"2540","FBgn0027111",676.056224217822,-2.01701561222388,0.0974238832903277,-20.7035025098833,3.2209036921628e-95,4.79874531435825e-93,"miple1"
"4961","FBgn0032652",456.268345785216,-2.4499992732164,0.118340427268243,-20.7029780927102,3.25614609964937e-95,4.79874531435825e-93,"CG6870"
"6755","FBgn0035499",1191.24357408056,-1.6484840899279,0.0799973515546359,-20.6067333216905,2.38815037943797e-94,3.47999126639675e-92,"Chd64"
"9333","FBgn0039332",283.04051521487,-4.83910439025967,0.235575280838719,-20.5416475490594,9.14086430198735e-94,1.31719854591638e-91,"alrm"
"3397","FBgn0030251",1134.66430422592,-1.75800619351564,0.0860159898257464,-20.4381324574309,7.66152404473764e-93,1.09189346523299e-90,"CG2145"
"973","FBgn0005664",343.685921780108,-2.97071236065114,0.145539647143978,-20.4117051191714,1.31612237363015e-92,1.85530337647928e-90,"Crys"
"7324","FBgn0036381",534.599641187895,-2.18335017990294,0.107037048972203,-20.3980789910413,1.73914586189676e-92,2.42526695515474e-90,"CG8745"
"13273","FBgn0259985",439.861548906923,-2.487810001391,0.122182636087053,-20.3614038873616,3.67890172203236e-92,5.0757102588338e-90,"Mppe"
"8426","FBgn0037989",5059.97425655359,1.28947327377082,0.0640247771163111,20.1402227676371,3.27858263923e-90,4.47578297349198e-88,"ATP8B"
"7279","FBgn0036323",349.785805638818,-6.02053325774034,0.300402998908386,-20.0415218210802,2.39337120006892e-89,3.23329490559311e-87,"CG14118"
"299","FBgn0001258",558.828283046416,1.93364760797982,0.0967479224815821,19.9864509581374,7.22558693605996e-89,9.66068422409914e-87,"Ldh"
"16741","FBgn0267429",261.432716037555,-3.79732762821901,0.190304507213121,-19.9539552889644,1.38487188944175e-88,1.83269423818062e-86,"lovit"
"242","FBgn0001114",1471.49830306465,-1.58917516865434,0.0798894386483998,-19.8921809383145,4.75609735873109e-88,6.23048753993773e-86,"Glt"
"5591","FBgn0033710",1043.62630421281,-1.65411756721441,0.0837899346533118,-19.741244268282,9.5399603805922e-87,1.237237461759e-84,"CG17739"
"13397","FBgn0260753",698.810606184942,-1.86448244629582,0.0945142791344936,-19.7269921896423,1.2647506487487e-86,1.62401496669523e-84,"Pdfr"
"7973","FBgn0037324",13914.9114408796,1.14653368789153,0.058666695405499,19.5431782882399,4.71526510180095e-85,5.9953208926722e-83,"Orco"
"1571","FBgn0014454",3125.58029070089,-1.27348292830386,0.0651774449095332,-19.5387059138552,5.14706802615271e-85,6.48080827487132e-83,"Acp1"
"12235","FBgn0063495",864.893217586619,1.73441124032831,0.0890895857411715,19.4681704477471,2.04444027210936e-84,2.54945633547945e-82,"GstE5"
"6728","FBgn0035458",185.867012426252,3.42943295723887,0.17737404960935,19.3344684004896,2.75492537903589e-83,3.40272640387776e-81,"ppk27"
"7486","FBgn0036619",560.728109831291,-2.18452157510811,0.113540275586319,-19.2400587705755,1.71014410881288e-82,2.09234518369756e-80,"Cpr72Ec"
"16633","FBgn0267253",248.671958100223,-3.91177497431503,0.203692984526095,-19.2042695207006,3.40885482751947e-82,4.13172320169159e-80,"CG32700"
"258","FBgn0001149",13244.6213115266,1.28797624375591,0.0673643398374464,19.1195556412171,1.73580011105385e-81,2.08440663335716e-79,"GstD1"
"9917","FBgn0040505",415.356079742519,-2.22355641280572,0.116439355401105,-19.0962617849104,2.71224804238396e-81,3.22707751024565e-79,"Alk"
"9323","FBgn0039316",944.480873780767,1.6693848939726,0.087749721843128,19.0243895810519,1.07127619989248e-80,1.26303463967324e-78,"CG11893"
"8366","FBgn0037895",228.576077867596,-4.19058307523414,0.220787636736977,-18.9801527710827,2.48871313476401e-80,2.90775861664455e-78,"CG6723"
"5884","FBgn0034151",595.323095897896,-2.0893023902264,0.11020787116069,-18.9578327593322,3.80503089800458e-80,4.40602193894834e-78,"CG15617"
"4376","FBgn0031730",1818.99858804093,1.34973468004481,0.0714570725941444,18.8887486017082,1.41152298857995e-79,1.62000368485782e-77,"CG7236"
"9328","FBgn0039325",1231.50798545716,1.42003025640009,0.075353369022675,18.8449471446031,3.23288015565294e-79,3.67782655602307e-77,"CG10560"
"10519","FBgn0050271",1982.53310196538,1.49227533596859,0.0792896199556888,18.8205636097455,5.12366558181059e-79,5.7781581678697e-77,"CG30271"
"8016","FBgn0037387",951.746903370017,-1.80022247762518,0.0956781283624535,-18.8154023122764,5.64781119948496e-79,6.31435029707935e-77,"CG1213"
"5311","FBgn0033257",179.27687906185,3.25673714372771,0.17370470663547,18.7486983329829,1.98387518790282e-78,2.19904934289843e-76,"sand"
"8954","FBgn0038774",581.087183845035,-2.03541519447451,0.108849853941101,-18.6992919216583,5.01664472937194e-78,5.51363266908684e-76,"CG5023"
"907","FBgn0004885",451.750263172169,-2.24331507195146,0.120122571291284,-18.6752168875213,7.87693332124317e-78,8.58453346581535e-76,"tok"
"9959","FBgn0040653",2531.27580183988,-1.51967386958288,0.0819446208676436,-18.5451327188084,8.92800408913801e-77,9.6489404193359e-75,"Dso1"
"14001","FBgn0262738",6230.0674472821,-1.62609950375869,0.0877944802595627,-18.5216598919563,1.38112477155185e-76,1.48031464150875e-74,"norpA"
"9482","FBgn0039562",4577.20278318564,1.22247347541111,0.0666993284261369,18.328122700139,4.93650733568142e-75,5.24766915052888e-73,"Gp93"
"3399","FBgn0030258",212.097827128828,-4.55237010681179,0.249670182990394,-18.2335353476588,2.79645296785254e-74,2.94855272683574e-72,"CG1552"
"8551","FBgn0038172",256.181078637325,-3.02204033701389,0.16589988991258,-18.2160478744521,3.84976159228341e-74,4.02641597502609e-72,"Adgf-D"
"5035","FBgn0032773",797.814812395472,-1.63548999568004,0.0904671302105036,-18.0782787281358,4.72605923522255e-73,4.9033809777281e-71,"fon"
"9658","FBgn0039805",3058.81773436439,-1.26960509833937,0.0712713861406503,-17.8136720371043,5.5356079529216e-71,5.69772218582859e-69,"Cpr100A"
"7872","FBgn0037163",218.33207744092,-3.1446213187807,0.179136235073302,-17.5543564231655,5.50878449588034e-69,5.62546662417891e-67,"laza"
"131","FBgn0000406",738.357405274909,-1.65358937830679,0.094545965741945,-17.4897930898513,1.71378354812394e-68,1.73641084653276e-66,"Cyt-b5-r"
"4643","FBgn0032136",532.239359776213,-2.12887085290604,0.121723955955544,-17.4893334364154,1.72766153093457e-68,1.73690251121631e-66,"Apoltp"
"8379","FBgn0037913",1196.02812791394,-1.45368472274259,0.0831282037902945,-17.4872625229551,1.79158944627905e-68,1.78731719452254e-66,"fabp"
"12473","FBgn0083956",27568.990609102,1.08271891121206,0.0622635949495951,17.3892771865898,9.94808983705372e-68,9.84860893868318e-66,"CG34120"
"11","FBgn0000036",197.270514613219,-4.66159597303698,0.268465115584383,-17.363879708877,1.54893685495322e-67,1.52183045999154e-65,"nAChRalpha1"
"5728","FBgn0033911",186.895561077438,-3.84099358539318,0.221706171468055,-17.3247030516091,3.06272225323732e-67,2.98649961670939e-65,"VGAT"
"5832","FBgn0034070",8900.30034729843,1.0362795112935,0.0601713200697037,17.222150188712,1.81132080678713e-66,1.75306115994196e-64,"SP2353"
"12646","FBgn0085356",1874.96309055997,1.33406900026895,0.0775876016063711,17.1943580243291,2.92681632605158e-66,2.81169488389355e-64,"CG34327"
"9125","FBgn0039040",1602.12883722964,-1.29124007655257,0.075246357966114,-17.1601671024936,5.27616180764926e-66,5.03136341789729e-64,"CG13833"
"10022","FBgn0040827",925.506091868472,-1.43565802059568,0.0836779924712043,-17.156936706981,5.57791372307673e-66,5.28028927551694e-64,"CG13315"
"10409","FBgn0050054",264.750330558003,-2.57095955120159,0.150254362634267,-17.1107148313526,1.23474802144428e-65,1.1603947166747e-63,"CG30054"
"8219","FBgn0037676",269.426928664277,-2.63410146546223,0.154009741254991,-17.1034730920105,1.39818155993823e-65,1.3045335720028e-63,"CG8861"
"8473","FBgn0038063",657.090583154485,-1.66964980194929,0.0984485017551141,-16.9596263242529,1.63380145994222e-64,1.51348365242791e-62,"Octbeta2R"
"5220","FBgn0033108",187.732352502112,-4.89838082756286,0.290546160270203,-16.8592172170076,8.97700828759366e-64,8.25693762282285e-62,"CG15236"
"9845","FBgn0040319",3397.50586760055,1.064936508983,0.0632513970868059,16.8365689618126,1.31652005378102e-63,1.20239074489338e-61,"Gclc"
"5374","FBgn0033358",2069.88467261964,1.30972420663293,0.0778998764994822,16.8129176256349,1.96268920965289e-63,1.78000813706212e-61,"spab"
"13101","FBgn0259210",268.311729922785,-2.78636438638493,0.166049511516296,-16.7803226937616,3.39983640678841e-63,3.06197766386381e-61,"prom"
"13418","FBgn0260793",385.164072577925,-2.0699092519047,0.123421218592885,-16.771097186558,3.97107897399493e-63,3.55178780784416e-61,"2mit"
"3655","FBgn0030653",219.02049906738,-2.97024438442068,0.177267883506252,-16.755682561731,5.14668241293998e-63,4.57173453516565e-61,"CG7860"
"8771","FBgn0038498",201.699433456934,-3.1364037240007,0.18736764283757,-16.7393028833675,6.7777286905475e-63,5.97961655698711e-61,"beat-IIa"
"9568","FBgn0039684",255.299587214756,2.27752320794,0.13628617311719,16.7113299599483,1.0839087145639e-62,9.49811629674272e-61,"Obp99d"
"3179","FBgn0029881",1090.28418602724,-1.40749529802475,0.0843663524042581,-16.6831356093299,1.73849185333396e-62,1.5131879762341e-60,"pigs"
"6650","FBgn0035317",647.105278449422,1.68100299634564,0.100870501304108,16.6649612583732,2.35641234462839e-62,2.0373541131657e-60,"Oseg2"
"14519","FBgn0263846",184.642218243226,-3.42069144769638,0.20630977028252,-16.5803657432806,9.66388789960548e-62,8.30006371986646e-60,"CG43707"
"11389","FBgn0052475",120.427266724279,5.2995208915074,0.320570912433727,16.531508898528,2.17626842050853e-61,1.85684375957731e-59,"mthl8"
"8234","FBgn0037698",284.73516338105,-2.41673616227233,0.146480184900697,-16.4987241374027,3.74726659762674e-61,3.17635951010596e-59,"CG16779"
"12863","FBgn0086348",312.58507584566,-2.19569955448059,0.133130644527663,-16.4928184812051,4.13216072034088e-61,3.47986963520135e-59,"se"
"8515","FBgn0038126",1807.87308183485,-1.27455458742425,0.0773913128926019,-16.4689619517502,6.13134629272138e-61,5.13015677872926e-59,"CG8483"
"1097","FBgn0010424",397.276178605901,-2.01081727130184,0.12230729722268,-16.4406974641981,9.77870362025658e-61,8.12948764430177e-59,"TpnC73F"
"1833","FBgn0019650",167.376004764856,-3.91078636716083,0.239519869886285,-16.3276072628861,6.27994274687099e-60,5.18755270599808e-58,"toy"
"4465","FBgn0031866",168.393998838156,-3.91853024339044,0.240409668288265,-16.2993870890911,9.96867517247957e-60,8.18251571594225e-58,"Nlg2"
"13110","FBgn0259222",2719.33354223291,1.12730929563909,0.0692015513503628,16.2902315575499,1.15789992494908e-59,9.44453089727332e-58,"CG42322"
"3351","FBgn0030158",1847.74672095997,-1.16146666569411,0.0713412875579308,-16.2804275820081,1.35915948610703e-59,1.10168371095763e-57,"CG9686"
"17088","FBgn0267791",7427.14707649622,1.01026590625265,0.0620585199503983,16.2792458966171,1.38565946889931e-59,1.11618743181088e-57,"HnRNP-K"
"7225","FBgn0036235",992.382712935093,1.31314928537811,0.0806802548859792,16.2759684787054,1.46188186122392e-59,1.1703176455687e-57,"CG6938"
"825","FBgn0004577",430.109788130668,-1.82238919507748,0.112067327369569,-16.2615566718006,1.84977887202038e-59,1.47176577860321e-57,"Pxd"
"9215","FBgn0039161",1357.58091412727,-1.1924440534185,0.0735138161289169,-16.2206795431131,3.60187498492128e-59,2.84833638289293e-57,"CG13606"
"1141","FBgn0010786",3254.92444825379,1.06505225674162,0.0660153088072224,16.1334132337664,1.4857721225919e-58,1.16781688835723e-56,"l(3)02640"
"3783","FBgn0030829",473.025138140157,-1.76974954272825,0.109722687830865,-16.1292944760548,1.58824419089656e-58,1.24083969347816e-56,"CG12998"
"2459","FBgn0026438",6960.11567952733,1.03535284643114,0.0642818654941988,16.1064530170578,2.29834964812257e-58,1.78486805907195e-56,"Eaat2"
"8367","FBgn0037896",170.07448848768,-4.95830069448416,0.308520666609964,-16.0712108818062,4.0607593119492e-58,3.1347611617065e-56,"ninaG"
"8546","FBgn0038165",161.546688121501,-4.1347554534722,0.258640725012823,-15.9864826131585,1.58744681319634e-57,1.21820104854103e-55,"Task6"
"12873","FBgn0086367",1136.76596051517,-1.53827004865133,0.0966797748069683,-15.9109808822233,5.31738331900241e-57,4.05653789789072e-55,"t"
"2679","FBgn0027844",1265.5267464741,-1.32236911886747,0.0835984317816082,-15.8181091521193,2.33397404421092e-56,1.77013505142523e-54,"CAH1"
"9142","FBgn0039064",943.194313966289,-1.33299228458206,0.0850066197955421,-15.6810409329081,2.03885374083022e-55,1.53731942818763e-53,"CG4467"
"5293","FBgn0033226",2443.45259406222,1.00925548253956,0.0643995607869455,15.671775866275,2.358951006414e-55,1.76839512151348e-53,"puml"
"2649","FBgn0027608",832.103949824777,-1.36385416222261,0.0880770961081545,-15.484776661436,4.39586464877452e-54,3.27643497873314e-52,"CG2082"
"13363","FBgn0260487",557.515472959012,1.61192216330504,0.10423099881602,15.4649018201415,5.98644677976971e-54,4.43647018781905e-52,"CG42534"
"1001","FBgn0010043",114.305306891677,3.27724384573618,0.212674643408701,15.4096595306768,1.40952498850118e-53,1.0386437259018e-51,"GstD7"
"719","FBgn0004057",2230.73532156354,1.13650973918436,0.0740102523603652,15.3561121998416,3.22333775322968e-53,2.36177781478168e-51,"Zw"
"1700","FBgn0015623",12331.1978810615,0.957376343085909,0.0624767633009441,15.3237186515941,5.30911853816851e-53,3.86819990570266e-51,"Cpr"
"5606","FBgn0033730",152.583714187802,-4.90543258086712,0.321484874496167,-15.2586730201691,1.44150021629175e-52,1.04440314553563e-50,"Cpr49Ag"
"5488","FBgn0033544",2448.59122360847,-1.12882723241739,0.0744996281629156,-15.1521190139215,7.3362555822787e-52,5.2857721470318e-50,"CG7220"
"9131","FBgn0039048",1246.62432077313,1.19083303482996,0.0786601259895836,15.1389667871579,8.96104783794464e-52,6.4207640558179e-50,"CG17111"
"12975","FBgn0087012",198.836498073866,-2.56735417432123,0.169788106003216,-15.1209306397033,1.17865027300699e-51,8.398854610235e-50,"5-HT2A"
"5234","FBgn0033132",1250.40529796568,-1.14101900545731,0.0755583315330223,-15.1011673009036,1.59091828789318e-51,1.12746553419053e-49,"Tsp42Ej"
"1649","FBgn0015371",2998.80001230458,0.978380256987385,0.0650199364572799,15.0473886979298,3.59132727142153e-51,2.53130018386227e-49,"chn"
"12940","FBgn0086704",215.485851535729,-2.44165998989489,0.162503523841495,-15.0252741120646,5.01534444404975e-51,3.51589200512871e-49,"stops"
"6505","FBgn0035092",188.388037667067,-2.77388495027547,0.18480780233712,-15.0095662369029,6.35620031050169e-51,4.43191192617723e-49,"Nplp1"
"6096","FBgn0034474",117.885468731066,3.02971222932429,0.202570586179028,14.9563284900933,1.41626947068823e-50,9.82224532906721e-49,"Obp56g"
"6273","FBgn0034733",226.144517883346,-2.23976385625432,0.150196921132756,-14.9121822162695,2.74628233336637e-50,1.89449657348024e-48,"CG4752"
"4557","FBgn0032008",92.2811158823903,5.07035138656896,0.340040413163216,14.9110258377884,2.79426315699424e-50,1.91739676629938e-48,"CG14277"
"996","FBgn0010038",1130.5664996159,1.22875784372764,0.0826532683588879,14.8664156678265,5.44515708271947e-50,3.71674958977836e-48,"GstD2"
"7023","FBgn0035917",2653.93552296617,-1.01427849487459,0.068240895955813,-14.8632060096536,5.71247042070285e-50,3.87879732387933e-48,"Zasp66"
"956","FBgn0005619",200.00053771097,-2.45680999364834,0.166193516536153,-14.7828269408686,1.89061291871861e-49,1.27704994494071e-47,"Hdc"
