"geneid","log2FoldChange","lfcSE","pvalue","padj","symbol"
"FBgn0034515",5.82409712211474,0.0942656645188491,0,0,"CG13428"
"FBgn0262679",-5.56783034013624,0.148608056297181,3.23069693568302e-307,1.04504969127007e-304,"CG43149"
"FBgn0015777",-2.48997619202903,0.0677294509952423,7.05848579776512e-296,2.22755482286056e-293,"nrv2"
"FBgn0029990",-4.65553630090952,0.127210714980369,3.18695266735528e-293,9.81809061021667e-291,"CG2233"
"FBgn0038820",-3.02708277657228,0.0828732126502746,4.18425261271234e-292,1.25907080362523e-289,"CG4000"
"FBgn0020908",-3.94392562611384,0.108231735671202,1.00375436486463e-290,2.95172221067806e-288,"Scp1"
"FBgn0000046",-3.18375998791094,0.0876012114839732,3.29367790249702e-289,9.4704218623131e-287,"Act87E"
"FBgn0261341",-3.31840488318549,0.0925599979237782,1.74938181756628e-281,4.92070681249785e-279,"verm"
"FBgn0000527",-4.01688421465867,0.112130389504119,4.78588390659624e-281,1.31754365675423e-278,"e"
"FBgn0028544",-2.53617006666882,0.0710891076095041,9.33880710411465e-279,2.5173921900029e-276,"Vajk3"
"FBgn0014454",-3.1133575361791,0.0884610452845593,2.41228617708447e-271,6.36991241740735e-269,"Acp1"
"FBgn0035934",4.5180501674765,0.128644032165601,3.27329744155086e-270,8.47063911924533e-268,"TrpA1"
"FBgn0000121",-9.60457696437067,0.27515879225239,6.11802651267632e-267,1.55217931465723e-264,"Arr2"
"FBgn0033697",2.42689484495318,0.0708265336161063,2.57803986982741e-257,6.41485728378785e-255,"Cyp6t3"
"FBgn0004169",-3.02296370553245,0.088687862926951,1.21278069889007e-254,2.9607866911205e-252,"up"
"FBgn0032538",-2.80411126464222,0.0829326121362026,1.31739750651456e-250,3.15663080310962e-248,"Vajk2"
"FBgn0000299",-3.56142475440963,0.105469630172845,5.95840930512894e-250,1.40174287271024e-247,"Col4a1"
"FBgn0034075",-2.54924848350313,0.0770876480172687,8.16480616663508e-240,1.88650762482306e-237,"Asph"
"FBgn0087002",-3.07642084252316,0.0934602084281364,1.25940186630488e-237,2.85884223651209e-235,"apolpp"
"FBgn0001114",-4.68385135563597,0.142488206733234,5.55102607391661e-237,1.23835735121391e-234,"Glt"
"FBgn0016075",-3.42479638169524,0.104918154294026,1.02209923974081e-233,2.24151560389938e-231,"vkg"
"FBgn0038631",2.66259365674682,0.0818022576994115,2.15285248088507e-232,4.64262637502866e-230,"CG7695"
"FBgn0038180",-6.22300134187319,0.191769013657863,5.32846632332624e-231,1.13024632389374e-228,"Cht5"
"FBgn0027932",-2.92850276003132,0.0905816860233849,2.65360724076953e-229,5.53790711101885e-227,"Akap200"
"FBgn0036875",1.69578017639667,0.0535192930087595,2.4689942822991e-220,5.07084397121714e-218,"CG9449"
"FBgn0020907",-4.83601652259947,0.152733202686815,4.99674539072683e-220,1.01020138454085e-217,"Scp2"
"FBgn0038181",-2.82531995543032,0.0892567634736729,6.71303763960607e-220,1.3363076002902e-217,"CG9297"
"FBgn0039161",-3.62680960412136,0.114713080296529,2.20049590330221e-219,4.31397219588293e-217,"CG13606"
"FBgn0030114",-3.3502454297151,0.10608053147193,6.50381659993855e-219,1.25601317890455e-216,"CG17754"
"FBgn0036783",5.44015410160893,0.172365284479038,1.23618679226474e-218,2.35220895663433e-216,"CheA75a"
"FBgn0010226",-2.34001627567377,0.0746480311937409,1.05801141008572e-215,1.98400139639119e-213,"GstS1"
"FBgn0031313",-4.15148317085927,0.132895179768737,3.17108815974128e-214,5.86152995698463e-212,"CG5080"
"FBgn0261565",-2.0425114871697,0.0655993802350243,7.81330635831191e-213,1.42389254887603e-210,"Lmpt"
"FBgn0030562",-2.2516969568153,0.0728758794055337,1.28258471459932e-209,2.30491161419453e-207,"CG9400"
"FBgn0035293",-1.99358636544914,0.0650006183407878,1.41867495794753e-206,2.51455277820317e-204,"CG5687"
"FBgn0031689",-3.45979841005866,0.113798654526674,5.04331743670766e-203,8.81830869102168e-201,"Cyp28d1"
"FBgn0040532",-2.56957268138417,0.0845243575625133,5.42958667669489e-203,9.36712293463402e-201,"CG8369"
"FBgn0283471",-3.04264293022376,0.100123977673806,7.73413898897901e-203,1.31673716287368e-200,"wupA"
"FBgn0039081",-2.8163701379973,0.0933892314115144,8.59636751058407e-200,1.44452466518763e-197,"Irk2"
"FBgn0037835",-2.18186003866936,0.0741212680859605,1.8822467280743e-190,3.12235774545556e-188,"CG14687"
"FBgn0004045",-6.85173972932276,0.233396180859554,1.96293232600191e-189,3.21498498305553e-187,"Yp1"
"FBgn0030593",-6.93206907114087,0.236235324687175,2.8573687436721e-189,4.62143677179666e-187,"CG9512"
"FBgn0039481",-3.98196569879408,0.135727870453818,3.41318061322736e-189,5.45223999438875e-187,"Cpr97Eb"
"FBgn0002789",-2.62953681039814,0.0898397772884211,2.55996527479102e-188,4.03943788908793e-186,"Mp20"
"FBgn0267252",-2.25947126660862,0.0774000443796836,2.44161887829384e-187,3.80627791159566e-185,"Ggamma30A"
"FBgn0000153",-3.17714424610476,0.110091773220595,3.90090550968042e-183,6.00878766544702e-181,"b"
"FBgn0259110",-3.37074073362609,0.117995817387437,1.74685886429034e-179,2.65913021706503e-177,"mmd"
"FBgn0003861",-9.03170698632623,0.316521093290453,4.39974722373732e-179,6.61957317766711e-177,"trp"
"FBgn0034497",-2.93891657304669,0.103227302268375,2.72940274445861e-178,4.05928070236206e-176,"Mpcp1"
"FBgn0029720",-4.63195723253618,0.163728936891342,4.5359326079268e-176,6.66936727431419e-174,"CG3009"
"FBgn0004513",-2.24220960486712,0.0793437573128754,1.08996283676924e-175,1.58461001628732e-173,"Mdr65"
"FBgn0030261",-3.27768403139505,0.11677366714342,2.36266473635285e-173,3.39672433596328e-171,"CG15203"
"FBgn0029896",-1.95458559148964,0.0697064775067964,5.25563440633357e-173,7.4728190751154e-171,"CG3168"
"FBgn0030158",-6.88580006187675,0.245854447725479,1.31188758765076e-172,1.84505581484926e-170,"CG9686"
"FBgn0031925",2.57154866794905,0.0923122475898166,8.84397487982795e-171,1.2304536663451e-168,"Cyp4d21"
"FBgn0034588",-5.67312246396465,0.203927065419806,2.52940307772018e-170,3.48169642793845e-168,"CG9394"
"FBgn0033760",-1.94528895480741,0.0699656084773457,3.93477422864494e-170,5.35916249941441e-168,"CG8785"
"FBgn0020378",1.75283557902915,0.0630702503578277,5.45024022076173e-170,7.34590189754542e-168,"Sp1"
"FBgn0010114",-3.24701950560965,0.11723761220278,7.78916125287953e-169,1.03900987062895e-166,"hig"
"FBgn0003886",-8.79959893144225,0.318100663151299,1.950406899375e-168,2.57513417051154e-166,"alphaTub85E"
"FBgn0032895",-4.55023341143342,0.164804283928415,8.45812325655608e-168,1.10545107895534e-165,"twit"
"FBgn0039682",-6.25790499449582,0.226941544647861,2.22191997106354e-167,2.87494225055911e-165,"Obp99c"
"FBgn0040827",-4.51504944328352,0.163899444884078,4.717851589493e-167,6.04398828875742e-165,"CG13315"
"FBgn0034709",-2.9235945248357,0.10654080839666,8.87835662680117e-166,1.12624565092334e-163,"Swim"
"FBgn0039298",1.70762668104305,0.0622511069597563,1.16248574647867e-165,1.46033039550365e-163,"to"
"FBgn0037387",-3.12597804170428,0.114006773113866,1.6177976339963e-165,2.01275803714213e-163,"CG1213"
"FBgn0029837",-4.07382074100641,0.148628822058405,2.12136022309462e-165,2.61412189777345e-163,"Tsp5D"
"FBgn0031971",-3.22724891592894,0.117813678987966,3.33957241415344e-165,4.07648372327655e-163,"Sirup"
"FBgn0031110",2.43012552231797,0.0890288687309162,4.7410897429018e-164,5.73317384891649e-162,"Obp19b"
"FBgn0035539",-4.59887700453164,0.168891466843238,2.88504851300858e-163,3.45644839905723e-161,"slow"
"FBgn0038142",7.02547458304709,0.25926205443188,1.0404842166378e-161,1.23512158523637e-159,"CheA87a"
"FBgn0031645",-2.28799272684861,0.0855661106968004,1.63692449275265e-157,1.92546963742969e-155,"CG3036"
"FBgn0004047",-9.4717321820935,0.356087463632668,6.88745769898967e-156,8.02854190695742e-154,"Yp3"
"FBgn0016930",-2.38993336303635,0.0906439525554285,3.349791303511e-153,3.86990622108294e-151,"Dyrk2"
"FBgn0029814",-2.76730297850338,0.105016553009308,4.98395367870308e-153,5.70684749103887e-151,"CG15765"
"FBgn0283536",-1.37415911340729,0.052364106294255,8.73114713257207e-152,9.9098519954693e-150,"Vha13"
"FBgn0001090",-2.35510926394543,0.0899272872596205,3.54264333633061e-151,3.98593583728538e-149,"bnb"
"FBgn0030251",-2.81889100368717,0.108070887820188,5.5784877495194e-150,6.22241836129583e-148,"CG2145"
"FBgn0267435",-9.11908295926379,0.349844146772104,8.83133832772535e-150,9.76655441217422e-148,"chp"
"FBgn0033710",-2.82443845252644,0.108477176955847,1.88012974614742e-149,2.06161006655945e-147,"CG17739"
"FBgn0036927",-2.03924163551618,0.0786147750097464,2.37786833735079e-148,2.58548221991444e-146,"Gabat"
"FBgn0038397",-3.12116315781439,0.121078943464949,1.56842056845298e-146,1.69114947793442e-144,"CG10185"
"FBgn0267910",-3.10763449172649,0.120796250222138,5.94561633111895e-146,6.35787848829323e-144,"lncRNA:CR34335"
"FBgn0037146",-3.49369827885303,0.136659601398709,3.74316389600992e-144,3.96990144676003e-142,"P5CS"
"FBgn0033593",5.28439070048199,0.207775392813131,1.08346255234993e-142,1.13974975324031e-140,"Listericin"
"FBgn0066292",4.82610715018069,0.190578398457563,1.76164786621569e-141,1.83822272104555e-139,"CheB42c"
"FBgn0031850",-2.79581442617585,0.110421540848817,1.95014832309858e-141,2.0186375322058e-139,"Tsp"
"FBgn0036094",-1.92553320194605,0.0760835549664079,2.59885229327815e-141,2.66877379545444e-139,"CG14153"
"FBgn0026562",-1.78475934523626,0.0707273829664412,1.68238013609325e-140,1.71404067566224e-138,"SPARC"
"FBgn0005626",-1.57555420583945,0.0626159874594415,1.03996599140664e-139,1.05125937209457e-137,"ple"
"FBgn0000406",-4.17858360775988,0.166273759953684,2.2948629982055e-139,2.30180095610705e-137,"Cyt-b5-r"
"FBgn0040383",-3.82477714495965,0.152482016516072,7.5358073232786e-139,7.50044699660783e-137,"CG5254"
"FBgn0027108",-2.06730425618325,0.0825159878357152,1.60395853154951e-138,1.58424575875719e-136,"Inx2"
"FBgn0026721",-3.08690506046963,0.123619589040287,1.26310400262005e-137,1.23812899165915e-135,"fat-spondin"
"FBgn0003721",-1.81773764647455,0.073035060400704,9.89554798914361e-137,9.626954543724e-135,"Tm1"
"FBgn0031589",-1.53300926901969,0.0616363209957678,1.50079982756993e-136,1.44916783350204e-134,"Naprt"
"FBgn0033132",-2.26428914218272,0.0910634640564059,1.78186573879887e-136,1.70781931809767e-134,"Tsp42Ej"
"FBgn0029948",3.12598525391895,0.125944258501883,5.40157378602775e-136,5.13904141304507e-134,"CheA7a"
"FBgn0039915",-2.08775988332826,0.0843884284429737,3.98379962087655e-135,3.76250972952713e-133,"Gat"
"FBgn0085356",-4.17362890608626,0.168798410066077,5.68594146648608e-135,5.33118816194662e-133,"CG34327"
"FBgn0025697",-2.27064748418069,0.0921855637539568,5.84291058670827e-134,5.43895108499412e-132,"santa-maria"
"FBgn0011288",-2.94202280470086,0.120152287528254,2.09365169788353e-132,1.93498280849392e-130,"Snap25"
"FBgn0031690",-4.12092881155618,0.168417449896633,3.19538589772156e-132,2.93227646316449e-130,"CG7742"
"FBgn0032773",-5.43851319984702,0.222897293278213,1.74441585860404e-131,1.58950681651251e-129,"fon"
"FBgn0035880",-4.08195554576007,0.167797565333996,1.02392560101989e-130,9.26473660950795e-129,"Culd"
"FBgn0003513",1.42919420418954,0.0589134868947619,5.28742569162805e-130,4.75097229333162e-128,"ss"
"FBgn0259209",-2.30262734634135,0.0949490164507486,6.42259676223104e-130,5.73117100044879e-128,"Mlp60A"
"FBgn0038286",-1.751784236157,0.0727129669995312,3.04886994186035e-128,2.70200877929665e-126,"CG6966"
"FBgn0036116",-1.72885552761974,0.071830040067213,5.3194110114584e-128,4.68216728416737e-126,"CG7888"
"FBgn0040775",5.81839852548601,0.242777593709601,6.29959895432039e-127,5.5074669506724e-125,"CG12158"
"FBgn0035985",-1.80535972447895,0.0753471842417245,7.17407757793541e-127,6.22989193160445e-125,"Cpr67B"
"FBgn0032151",-5.29899324132351,0.221492663130427,1.72309323731875e-126,1.48634022651115e-124,"nAChRalpha6"
"FBgn0032684",-1.6432149898425,0.0687269031563794,2.44884552646731e-126,2.09838491834176e-124,"Ugt301D1"
"FBgn0003162",-1.56011975155546,0.0652803742546062,3.15530697232197e-126,2.68595506018907e-124,"Pu"
"FBgn0034151",-4.04669664640897,0.169770489649565,1.40537119956747e-125,1.18850313406559e-123,"CG15617"
"FBgn0035917",-1.70428883721588,0.0715547221896903,2.17515249392907e-125,1.82755182590573e-123,"Zasp66"
"FBgn0024963",-3.02575881406513,0.127324238857002,7.8363692574376e-125,6.54159882722484e-123,"GluClalpha"
"FBgn0004623",-8.99360926380878,0.378619460198438,1.00638512930785e-124,8.34719050520143e-123,"Gbeta76C"
"FBgn0264606",-2.72862517726797,0.114877118683873,1.03391305123349e-124,8.52089233752233e-123,"Fife"
"FBgn0030102",-3.12634308871928,0.131750645146974,1.80001420328669e-124,1.47407492255231e-122,"SmydA-9"
"FBgn0034408",-2.81985575333573,0.119120164476987,6.94689262783152e-124,5.65319771770516e-122,"sano"
"FBgn0261262",-3.68458787342092,0.155992603420731,2.38604650299403e-123,1.92956598138999e-121,"CG42613"
"FBgn0037726",-3.42862367780067,0.145217646549119,3.02515151260281e-123,2.43120716904147e-121,"CG9492"
"FBgn0261549",-1.47783717761276,0.0632615485531461,1.07168692310185e-120,8.55960314692271e-119,"rdgA"
"FBgn0001142",-2.16577429162868,0.0929290522878813,3.88314880996839e-120,3.08245781915221e-118,"Gs1"
"FBgn0031634",1.56755978874947,0.0674272653580636,1.48485574985541e-119,1.17149686264507e-117,"Ir25a"
"FBgn0031251",-4.61860930096976,0.19890483460034,2.84683664620202e-119,2.23243753728533e-117,"CG4213"
"FBgn0038407",-2.09478840040062,0.090472958917452,1.33260254842995e-118,1.03870749241778e-116,"CG6126"
"FBgn0038850",-3.50702900476725,0.151470999117927,1.35168747768271e-118,1.04727450740938e-116,"CG17279"
"FBgn0043806",-2.20182314714392,0.0951140408185224,1.47766027210768e-118,1.13806227742864e-116,"CG32032"
"FBgn0265767",-2.59077354917637,0.111973989147358,1.95244068651154e-118,1.49483018004573e-116,"zyd"
"FBgn0034321",4.93223432721013,0.214007360771751,1.57527431796882e-117,1.19896908236462e-115,"CG14502"
"FBgn0033027",-4.86506973600347,0.211627077277594,6.0221320896049e-117,4.55674661446771e-115,"TpnC4"
"FBgn0000422",-2.49344587562489,0.108535332909181,8.56420822095211e-117,6.44257500993601e-115,"Ddc"
"FBgn0039232",-2.05549567606622,0.089736698914142,4.06221526018109e-116,3.03820828043255e-114,"sosie"
"FBgn0027608",-2.53039654141472,0.110509684870876,4.91939724171144e-116,3.65816556956921e-114,"CG2082"
"FBgn0264386",-1.93888949490389,0.0847885611915113,9.82249049089776e-116,7.26246882638435e-114,"Ca-alpha1T"
"FBgn0285925",-1.18898191409694,0.0520775167206271,2.25720700836438e-115,1.65943190234243e-113,"Fas1"
"FBgn0069973",-5.17825128642405,0.227536584854616,1.1989254533442e-114,8.76434827165005e-113,"CG40485"
"FBgn0034468",4.13758686669271,0.182352740397554,5.6215340807093e-114,4.08634997024144e-112,"Obp56a"
"FBgn0037447",-3.25953871891041,0.144000553191322,1.93420475781691e-113,1.39813828834598e-111,"Neurochondrin"
"FBgn0032467",-1.8803844704561,0.0831456290145983,3.04681599492427e-113,2.19015289768473e-111,"CG9934"
"FBgn0027111",-2.751208946597,0.121789876044403,5.4594205270295e-113,3.90273161321738e-111,"miple1"
"FBgn0014863",-1.9124261525809,0.0849397317493374,2.95303227889863e-112,2.09941124487194e-110,"Mlp84B"
"FBgn0031424",-4.71094139755408,0.210250425125749,3.41408911205964e-111,2.41392890824807e-109,"VGlut"
"FBgn0032734",1.7101906665578,0.0763893825851915,5.17441754211383e-111,3.63868416181581e-109,"CG15169"
"FBgn0032402",-4.01613106859561,0.179669336504529,1.13145868305627e-110,7.91348318922435e-109,"PLCXD"
"FBgn0038803",1.73403040199099,0.0775944647375343,1.28135429620539e-110,8.91367916053846e-109,"CG5191"
"FBgn0034660",-2.06163700283206,0.092396505138057,2.76743397734362e-110,1.91485712475129e-108,"Loxl2"
"FBgn0033544",-1.90923821484121,0.0855893164974379,3.16211473699683e-110,2.17630864797883e-108,"CG7220"
"FBgn0035091",-3.7075170342575,0.166299893675861,4.20963936326187e-110,2.88193247202356e-108,"CG3829"
"FBgn0040972",-2.23309978613653,0.1002948783485,8.01086786132501e-110,5.45540101356233e-108,"CG16978"
"FBgn0033926",1.9088801731838,0.0858259234022696,1.3692898432984e-109,9.27604255625027e-108,"Arc1"
"FBgn0031097",-4.12965301970053,0.186004799529129,3.29509667736238e-109,2.22058624522874e-107,"obst-A"
"FBgn0031692",-5.18551542983161,0.233589516162277,3.49116583874161e-109,2.34052822733045e-107,"TpnC25D"
"FBgn0267791",1.65347761620859,0.0750278672206963,1.24024346286809e-107,8.27191245672691e-106,"HnRNP-K"
"FBgn0051199",-1.79105365528969,0.0814690311313167,4.05482850105382e-107,2.69053466539155e-105,"CG31199"
"FBgn0039009",-5.12718744937088,0.233474849485222,6.89785793253989e-107,4.55364203005784e-105,"CG13842"
"FBgn0024943",-3.89475226524461,0.177867866073472,2.78157112336e-106,1.826941561683e-104,"PIP82"
"FBgn0037324",1.28910822387996,0.0589928203879456,7.44820022865675e-106,4.86728599790857e-104,"Orco"
"FBgn0039325",1.95009285429024,0.0893657467818763,1.45087265102589e-105,9.433588558605e-104,"CG10560"
"FBgn0024236",-1.48493340769253,0.0680619435057379,1.58688367707484e-105,1.02663439488357e-103,"foi"
"FBgn0004607",1.46407608181686,0.0672601031630681,4.72922626390843e-105,3.04435117555777e-103,"zfh2"
"FBgn0035398",-3.90398703061163,0.179426796907548,5.7892112559978e-105,3.70824774462156e-103,"Cht7"
"FBgn0027578",-1.55200129104297,0.0713385401203946,6.13558037926532e-105,3.91075243976916e-103,"Nepl21"
"FBgn0001208",-2.02967621805933,0.093489207129941,1.64079908984623e-104,1.04070095213335e-102,"Hn"
"FBgn0032652",-4.07478051885055,0.18774506107266,1.88905640830409e-104,1.19231711546569e-102,"CG6870"
"FBgn0004516",-8.80746767559881,0.405988282461145,2.34279957191273e-104,1.47152833305723e-102,"Gad1"
"FBgn0038017",-6.89317238520864,0.318238620895385,4.85118456279833e-104,3.0323418868622e-102,"CG4115"
"FBgn0036239",1.32966560568074,0.0616125611388242,2.70476594700292e-103,1.68254647058994e-101,"Pop2"
"FBgn0038839",-2.96630099399717,0.137626597697556,4.93538113061175e-103,3.05544959086055e-101,"Ktl"
"FBgn0030160",-1.58421193274143,0.0735571231081597,6.98524654163742e-103,4.30390976201174e-101,"CG9691"
"FBgn0027556",1.16934269969022,0.0543224725711418,8.898269971846e-103,5.45662157183485e-101,"CG4928"
"FBgn0029932",1.78244318841386,0.0828105373697601,9.20980173942147e-103,5.62102003331955e-101,"CG4607"
"FBgn0037203",-2.36188535979189,0.110138569274283,5.12072702046886e-102,3.11066135764538e-100,"slif"
"FBgn0035425",-1.79370940392691,0.0836661837262966,5.79906445652631e-102,3.50626612163523e-100,"CG17746"
"FBgn0002526",-3.52976691365115,0.165862047176325,1.69035299013075e-100,1.01727801578148e-98,"LanA"
"FBgn0001168",1.3502971967751,0.0635396522097053,3.20987580915772e-100,1.92280477290239e-98,"h"
"FBgn0013812",-2.9713412215885,0.14016716311513,9.84751579544288e-100,5.87175146899703e-98,"Dhc93AB"
"FBgn0033872",-1.86304824109729,0.0881291499266512,3.41240948125436e-99,2.02537459990597e-97,"CG6329"
"FBgn0039419",1.41789673857362,0.0670765076838819,3.52093355187744e-99,2.08024471359554e-97,"CG12290"
"FBgn0034808",-3.37387298869191,0.160110153010866,1.43128208878227e-98,8.41789043034265e-97,"CG9896"
"FBgn0039480",-4.33782279414671,0.206549669728729,6.37424137796834e-98,3.73195969183404e-96,"Cpr97Ea"
"FBgn0259994",-1.74164092479054,0.0831096888875683,1.65657101104461e-97,9.65512266302084e-96,"OtopLa"
"FBgn0013763",-2.00294740964327,0.0956765172756941,2.59357264635888e-97,1.49837013062785e-95,"Idgf6"
"FBgn0260942",-1.70394034704554,0.0813936179125827,2.59397874071133e-97,1.49837013062785e-95,"bond"
"FBgn0030332",-1.65648301032591,0.0791617652355073,3.15132123565614e-97,1.81221979858466e-95,"CG9360"
"FBgn0051200",-1.73868784762024,0.083187115849305,5.2515079230388e-97,3.00660446974332e-95,"CG31200"
"FBgn0023479",-2.21702713248471,0.106145094312042,7.06527468358537e-97,4.02720656964366e-95,"teq"
"FBgn0038294",-1.9280008558423,0.0923608745280918,9.10347002023263e-97,5.16621923648202e-95,"Mf"
"FBgn0034474",4.1813609809406,0.200488695671279,1.34896931049325e-96,7.62197113907083e-95,"Obp56g"
"FBgn0259938",1.48278374398184,0.071292582507187,4.45909027750532e-96,2.50852909133223e-94,"cwo"
"FBgn0263006",-1.48323775353949,0.0713705208231517,6.26937211458639e-96,3.5116625883391e-94,"SERCA"
"FBgn0261714",-8.786948970081,0.422815672096443,6.29992621886338e-96,3.51356660973592e-94,"Cpn"
"FBgn0023540",-2.26969740542276,0.109288665728629,8.44501502961026e-96,4.68970169391104e-94,"CG3630"
"FBgn0030362",-1.96605808115668,0.0948208218262752,1.69361790680327e-95,9.36483850261857e-94,"regucalcin"
"FBgn0038130",-4.19950092804672,0.202710520626814,2.44708754107145e-95,1.34735598697547e-93,"CG8630"
"FBgn0027552",-1.86942918487651,0.0902508572884675,2.60646666440417e-95,1.4290284818104e-93,"CG10863"
"FBgn0040606",-4.29136147183304,0.207259485956459,3.10556907881203e-95,1.69548347302738e-93,"CG6503"
"FBgn0038354",-2.99497518939815,0.144685153364063,3.46742367284188e-95,1.88508381944963e-93,"CG5404"
"FBgn0033368",-3.32740396809031,0.161498313652937,2.56175302166294e-94,1.38688378022162e-92,"CG13743"
"FBgn0038350",1.26520327792145,0.061577252147812,8.25430437774105e-94,4.45010184764964e-92,"AOX4"
"FBgn0260660",-2.58021594488619,0.125634494220337,9.95974238678791e-94,5.34726583994393e-92,"Mp"
"FBgn0040398",-4.06560379765273,0.198060775441394,1.23440795425241e-93,6.60000186779833e-92,"CG14629"
"FBgn0013772",1.53935635622155,0.0750594806627013,1.80833733882122e-93,9.62883820041472e-92,"Cyp6a8"
"FBgn0052392",1.88441873601189,0.0919346962082277,2.27285845796298e-93,1.20526703227799e-91,"Rsph3"
"FBgn0037989",1.41364107555203,0.0690105869329594,2.96562200774352e-93,1.56621155747728e-91,"ATP8B"
"FBgn0032136",-5.13062675322506,0.250883163499653,5.9751837386185e-93,3.14280091032458e-91,"Apoltp"
"FBgn0036937",1.89053860526917,0.092709155432665,1.96343166044233e-92,1.02853612366248e-90,"Ir76b"
"FBgn0004885",-4.49660395899892,0.220711995215146,2.89303681285687e-92,1.50939529522399e-90,"tok"
"FBgn0033820",-2.40377170565378,0.118437964338784,1.40575527079946e-91,7.30484636500974e-90,"CG4716"
"FBgn0260746",-6.04340853195929,0.298873420673043,6.44562090277479e-91,3.33599555444012e-89,"Ect3"
"FBgn0051363",-1.31070491570688,0.064911613489869,1.14764511657034e-90,5.91608771446359e-89,"Jupiter"
"FBgn0005614",-8.62074219012852,0.427930746277386,2.96625759681288e-90,1.52303202560166e-88,"trpl"
"FBgn0033438",-2.09276692068885,0.104042679119881,5.50869032863341e-90,2.81727052024457e-88,"Mmp2"
"FBgn0004784",-8.89044017216787,0.442263441034017,7.0683732760922e-90,3.60069613462035e-88,"inaC"
"FBgn0265262",-1.32159746828722,0.0658098322437229,1.05895265423321e-89,5.37325035024452e-88,"Vha68-1"
"FBgn0053143",1.57725154710867,0.0785429611457208,1.07356546588453e-89,5.42611857932812e-88,"CG33143"
"FBgn0267689",-3.09168832381941,0.154160211082433,1.82417881864285e-89,9.18406604452135e-88,"CG46025"
"FBgn0034724",-3.40188379914678,0.169783170449033,2.64012846202971e-89,1.32405512287606e-87,"babos"
"FBgn0030304",-2.43370131339981,0.121782152355098,7.58079429906413e-89,3.78000532570475e-87,"Cyp4g15"
"FBgn0010482",-2.20365069875968,0.110270983591521,7.5956517867164e-89,3.78000532570475e-87,"l(2)01289"
"FBgn0004577",-4.65043314575931,0.232779420775881,8.58360562282879e-89,4.25529782198398e-87,"Pxd"
"FBgn0265991",-1.87739779296276,0.0940600414110406,1.23777594967417e-88,6.11281794382982e-87,"Zasp52"
"FBgn0000028",1.9050267333168,0.0954499697218314,1.26755992941456e-88,6.23610567554941e-87,"acj6"
"FBgn0036106",-0.989749378687998,0.0496102812594077,1.48429125933185e-88,7.27471386533892e-87,"CG6409"
